airline_iata,airline_icao,flight_iata,flight_icao,flight_number,dep_iata,departure_airport,dep_terminal,dep_gate,dep_time,dep_time_utc,dep_estimated,dep_estimated_utc,dep_actual,dep_actual_utc,arr_iata,arrival_airport,arr_terminal,arr_gate,arr_baggage,arr_time,arr_time_utc,arr_estimated,arr_estimated_utc,arr_actual,arr_actual_utc,cs_airline_iata,cs_flight_number,cs_flight_iata,status,duration,delayed,dep_delayed,arr_delayed,aircraft_icao,arr_time_ts,dep_time_ts,arr_estimated_ts,dep_estimated_ts,arr_actual_ts,dep_actual_ts,departure_delay,delay_category,departure_terminal,arrival_terminal
MH,MAS,MH3252,MAS3252,3252,MZV,WBMU,,,2025-04-26 13:45,2025-04-26 05:45,2025-04-26 14:44,2025-04-26 06:44,2025-04-26 14:44,2025-04-26 06:44,BKI,WBKK,1,,,2025-04-26 14:40,2025-04-26 06:40,2025-04-26 15:48,2025-04-26 07:48,,,MY,3252,MY3252,active,55,68,59.0,68.0,,1745649600,1745646300,1745653680.0,1745649840.0,,1745649840.0,59,Long Delay,Unknown,1
MY,MWG,MY3252,MWG3252,3252,MZV,WBMU,,,2025-04-26 13:45,2025-04-26 05:45,2025-04-26 14:44,2025-04-26 06:44,2025-04-26 14:44,2025-04-26 06:44,BKI,WBKK,1,,,2025-04-26 14:40,2025-04-26 06:40,2025-04-26 15:48,2025-04-26 07:48,,,,,,active,55,68,59.0,68.0,AT75,1745649600,1745646300,1745653680.0,1745649840.0,,1745649840.0,59,Long Delay,Unknown,1
JL,JAL,JL2732,JAL2732,2732,SHB,RJCN,,1,2025-04-26 11:15,2025-04-26 02:15,2025-04-26 15:45,2025-04-26 06:45,,,OKD,RJCO,,,,2025-04-26 12:10,2025-04-26 03:10,2025-04-26 16:40,2025-04-26 07:40,,,,2732,,cancelled,55,270,270.0,270.0,,1745637000,1745633700,1745653200.0,1745649900.0,,,0,On Time,Unknown,Unknown
HA,HAL,HA1601,HAL1601,1601,CVG,KCVG,,,2025-04-26 00:49,2025-04-26 04:49,2025-04-26 02:45,2025-04-26 06:45,2025-04-26 03:06,2025-04-26 07:06,JFK,KJFK,,,,2025-04-26 02:28,2025-04-26 06:28,2025-04-26 04:40,2025-04-26 08:40,,,,,,active,99,132,116.0,132.0,,1745648880,1745642940,1745656800.0,1745649900.0,,1745651160.0,137,Long Delay,Unknown,Unknown
EH,AKX,EH1227,AKX1227,1227,SDJ,RJSS,,8,2025-04-26 13:40,2025-04-26 04:40,2025-04-26 15:45,2025-04-26 06:45,2025-04-26 15:45,2025-04-26 06:45,CTS,RJCC,D,,,2025-04-26 15:00,2025-04-26 06:00,2025-04-26 17:13,2025-04-26 08:13,,,,,,active,80,125,125.0,133.0,,1745647200,1745642400,1745655180.0,1745649900.0,,1745649900.0,125,Long Delay,Unknown,D
NH,ANA,NH1227,ANA1227,1227,SDJ,RJSS,,8,2025-04-26 13:40,2025-04-26 04:40,2025-04-26 15:45,2025-04-26 06:45,2025-04-26 15:45,2025-04-26 06:45,CTS,RJCC,D,,,2025-04-26 15:00,2025-04-26 06:00,2025-04-26 17:13,2025-04-26 08:13,,,EH,1227,EH1227,active,80,125,125.0,133.0,,1745647200,1745642400,1745655180.0,1745649900.0,,1745649900.0,125,Long Delay,Unknown,D
,NTH,,NTH2732,2732,SHB,RJCN,,1,2025-04-26 11:15,2025-04-26 02:15,2025-04-26 15:45,2025-04-26 06:45,,,OKD,RJCO,,,,2025-04-26 12:10,2025-04-26 03:10,2025-04-26 16:40,2025-04-26 07:40,,,,,,cancelled,55,270,270.0,270.0,,1745637000,1745633700,1745653200.0,1745649900.0,,,0,On Time,Unknown,Unknown
VN,HVN,VN171,HVN171,171,HAN,VVNB,1,,2025-04-26 12:05,2025-04-26 05:05,2025-04-26 13:49,2025-04-26 06:49,2025-04-26 13:49,2025-04-26 06:49,DAD,VVDN,1,,,2025-04-26 13:30,2025-04-26 06:30,,,,,,,,active,85,104,104.0,,A321,1745649000,1745643900,,1745650140.0,,1745650140.0,104,Long Delay,1,1
IX,AXB,IX2564,AXB2564,2564,DEL,VIDP,T3,39A,2025-04-26 10:40,2025-04-26 05:10,2025-04-26 12:20,2025-04-26 06:50,2025-04-26 12:20,2025-04-26 06:50,IXJ,VIJU,,,,2025-04-26 12:05,2025-04-26 06:35,2025-04-26 13:50,2025-04-26 08:20,,,,,,active,85,105,100.0,105.0,A20N,1745649300,1745644200,1745655600.0,1745650200.0,,1745650200.0,100,Long Delay,T3,Unknown
D2,SSF,D2332,SSF332,332,UCT,UUYH,,,2025-04-26 09:50,2025-04-26 06:50,,,,,SVO,UUEE,B,,4,2025-04-26 11:50,2025-04-26 08:50,2025-04-26 13:20,2025-04-26 10:20,,,,,,scheduled,120,90,,90.0,,1745657400,1745650200,1745662800.0,,,,0,On Time,Unknown,B
AI,AIC,AI9940,AIC9940,9940,DEL,VIDP,T3,39A,2025-04-26 10:40,2025-04-26 05:10,2025-04-26 12:20,2025-04-26 06:50,2025-04-26 12:20,2025-04-26 06:50,IXJ,VIJU,,,,2025-04-26 12:05,2025-04-26 06:35,2025-04-26 13:50,2025-04-26 08:20,,,IX,2564,IX2564,active,85,105,100.0,105.0,,1745649300,1745644200,1745655600.0,1745650200.0,,1745650200.0,100,Long Delay,T3,Unknown
TO,TVF,TO3931,TVF3931,3931,MXP,LIMC,1,,2025-04-26 07:20,2025-04-26 05:20,2025-04-26 08:50,2025-04-26 06:50,2025-04-26 08:50,2025-04-26 06:50,ORY,LFPO,3,03,,2025-04-26 08:55,2025-04-26 06:55,2025-04-26 10:10,2025-04-26 08:10,,,,,,active,95,75,90.0,75.0,B738,1745650500,1745644800,1745655000.0,1745650200.0,,1745650200.0,90,Long Delay,1,3
AH,DAH,AH4063,DAH4063,4063,DXB,OMDB,1,D14,2025-04-26 09:50,2025-04-26 05:50,2025-04-26 10:50,2025-04-26 06:50,,,ALG,DAAG,4,,,2025-04-26 14:30,2025-04-26 13:30,2025-04-26 15:30,2025-04-26 14:30,,,,,,scheduled,460,60,60.0,60.0,,1745674200,1745646600,1745677800.0,1745650200.0,,,0,On Time,1,4
WN,SWA,WN2866,SWA2866,2866,LAS,KLAS,1,C24,2025-04-25 21:50,2025-04-26 04:50,2025-04-25 23:52,2025-04-26 06:52,2025-04-25 23:52,2025-04-26 06:52,LAX,KLAX,1,,,2025-04-25 23:05,2025-04-26 06:05,2025-04-26 00:59,2025-04-26 07:59,,,,,,active,75,114,122.0,114.0,B737,1745647500,1745643000,1745654340.0,1745650320.0,,1745650320.0,122,Long Delay,1,1
IX,AXB,IX711,AXB711,711,CNN,VOKN,,,2025-04-26 09:35,2025-04-26 04:05,2025-04-26 12:23,2025-04-26 06:53,2025-04-26 12:23,2025-04-26 06:53,MCT,OOMS,,,,2025-04-26 11:35,2025-04-26 07:35,2025-04-26 14:39,2025-04-26 10:39,,,,,,active,210,184,168.0,184.0,,1745652900,1745640300,1745663940.0,1745650380.0,,1745650380.0,168,Long Delay,Unknown,Unknown
,NTH,,NTH2865,2865,OKD,RJCO,,1,2025-04-26 14:10,2025-04-26 05:10,2025-04-26 15:53,2025-04-26 06:53,2025-04-26 15:53,2025-04-26 06:53,KUH,RJCK,,,,2025-04-26 14:55,2025-04-26 05:55,2025-04-26 16:31,2025-04-26 07:31,,,,,,active,45,103,103.0,96.0,,1745646900,1745644200,1745652660.0,1745650380.0,,1745650380.0,103,Long Delay,Unknown,Unknown
G5,HXA,G52792,HXA2792,2792,CIF,ZBCF,,,2025-04-26 12:20,2025-04-26 04:20,2025-04-26 14:53,2025-04-26 06:53,2025-04-26 14:53,2025-04-26 06:53,HET,ZBHH,,,,2025-04-26 13:40,2025-04-26 05:40,2025-04-26 16:31,2025-04-26 08:31,,,,,,active,80,153,153.0,171.0,A320,1745646000,1745641200,1745656260.0,1745650380.0,,1745650380.0,153,Long Delay,Unknown,Unknown
AI,AIC,AI9145,AIC9145,9145,CNN,VOKN,,,2025-04-26 09:35,2025-04-26 04:05,2025-04-26 12:23,2025-04-26 06:53,2025-04-26 12:23,2025-04-26 06:53,MCT,OOMS,,,,2025-04-26 11:35,2025-04-26 07:35,2025-04-26 14:39,2025-04-26 10:39,,,IX,711,IX711,active,210,184,168.0,184.0,,1745652900,1745640300,1745663940.0,1745650380.0,,1745650380.0,168,Long Delay,Unknown,Unknown
SC,CDG,SC2236,CDG2236,2236,LHW,ZLLL,T3,,2025-04-26 13:05,2025-04-26 05:05,2025-04-26 14:53,2025-04-26 06:53,2025-04-26 14:53,2025-04-26 06:53,TYN,ZBYN,T1,,,2025-04-26 14:55,2025-04-26 06:55,2025-04-26 16:45,2025-04-26 08:45,,,,,,active,110,110,108.0,110.0,,1745650500,1745643900,1745657100.0,1745650380.0,,1745650380.0,108,Long Delay,T3,T1
MF,CXA,MF2456,CXA2456,2456,CIF,ZBCF,,,2025-04-26 12:20,2025-04-26 04:20,2025-04-26 14:53,2025-04-26 06:53,2025-04-26 14:53,2025-04-26 06:53,HET,ZBHH,,,,2025-04-26 13:40,2025-04-26 05:40,2025-04-26 16:31,2025-04-26 08:31,,,G5,2792,G52792,active,80,153,153.0,171.0,,1745646000,1745641200,1745656260.0,1745650380.0,,1745650380.0,153,Long Delay,Unknown,Unknown
3U,CSC,3U4052,CSC4052,4052,CIF,ZBCF,,,2025-04-26 12:20,2025-04-26 04:20,2025-04-26 14:53,2025-04-26 06:53,2025-04-26 14:53,2025-04-26 06:53,HET,ZBHH,,,,2025-04-26 13:40,2025-04-26 05:40,2025-04-26 16:31,2025-04-26 08:31,,,G5,2792,G52792,active,80,153,153.0,171.0,,1745646000,1745641200,1745656260.0,1745650380.0,,1745650380.0,153,Long Delay,Unknown,Unknown
ZH,CSZ,ZH2606,CSZ2606,2606,LHW,ZLLL,T3,,2025-04-26 13:05,2025-04-26 05:05,2025-04-26 14:53,2025-04-26 06:53,2025-04-26 14:53,2025-04-26 06:53,TYN,ZBYN,T1,,,2025-04-26 14:55,2025-04-26 06:55,2025-04-26 16:45,2025-04-26 08:45,,,SC,2236,SC2236,active,110,110,108.0,110.0,,1745650500,1745643900,1745657100.0,1745650380.0,,1745650380.0,108,Long Delay,T3,T1
CA,CCA,CA4702,CCA4702,4702,LHW,ZLLL,T3,,2025-04-26 13:05,2025-04-26 05:05,2025-04-26 14:53,2025-04-26 06:53,2025-04-26 14:53,2025-04-26 06:53,TYN,ZBYN,T1,,,2025-04-26 14:55,2025-04-26 06:55,2025-04-26 16:45,2025-04-26 08:45,,,SC,2236,SC2236,active,110,110,108.0,110.0,,1745650500,1745643900,1745657100.0,1745650380.0,,1745650380.0,108,Long Delay,T3,T1
JL,JAL,JL2865,JAL2865,2865,OKD,RJCO,,1,2025-04-26 14:10,2025-04-26 05:10,2025-04-26 15:53,2025-04-26 06:53,2025-04-26 15:53,2025-04-26 06:53,KUH,RJCK,,,,2025-04-26 14:55,2025-04-26 05:55,2025-04-26 16:31,2025-04-26 07:31,,,,2865,,active,45,103,103.0,96.0,AT46,1745646900,1745644200,1745652660.0,1745650380.0,,1745650380.0,103,Long Delay,Unknown,Unknown
W4,WMT,W43154,WMT3154,3154,NAP,LIRN,,C20,2025-04-26 06:40,2025-04-26 04:40,2025-04-26 08:54,2025-04-26 06:54,2025-04-26 08:54,2025-04-26 06:54,BBU,LRBS,,,,2025-04-26 09:35,2025-04-26 06:35,2025-04-26 11:24,2025-04-26 08:24,,,,,,active,115,134,134.0,109.0,A21N,1745649300,1745642400,1745655840.0,1745650440.0,,1745650440.0,134,Long Delay,Unknown,Unknown
SG,SEJ,SG475,SEJ475,475,DEL,VIDP,T1 D,D20,2025-04-26 10:30,2025-04-26 05:00,2025-04-26 12:25,2025-04-26 06:55,,,DBR,VEDH,,,,2025-04-26 12:15,2025-04-26 06:45,2025-04-26 14:10,2025-04-26 08:40,,,,,,scheduled,105,115,115.0,115.0,B738,1745649900,1745643600,1745656800.0,1745650500.0,,,0,On Time,T1 D,Unknown
9C,CQH,9C6677,CQH6677,6677,LHW,ZLLL,T3,,2025-04-26 11:45,2025-04-26 03:45,2025-04-26 14:57,2025-04-26 06:57,2025-04-26 14:57,2025-04-26 06:57,AAT,ZWAT,,,,2025-04-26 14:45,2025-04-26 06:45,2025-04-26 18:05,2025-04-26 10:05,,,,,,active,180,192,192.0,200.0,,1745649900,1745639100,1745661900.0,1745650620.0,,1745650620.0,192,Long Delay,T3,Unknown
HA,HAL,HA2164,HAL2164,2164,ATL,KATL,N,E36,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:58,2025-04-26 06:58,2025-04-26 02:58,2025-04-26 06:58,BOS,KBOS,C,C26,6,2025-04-25 23:59,2025-04-26 03:59,,,,,B6,1097,B61097,active,159,338,338.0,,,1745639940,1745630400,,1745650680.0,,1745650680.0,338,Long Delay,N,C
B6,JBU,B61097,JBU1097,1097,ATL,KATL,N,E36,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:58,2025-04-26 06:58,2025-04-26 02:58,2025-04-26 06:58,BOS,KBOS,C,C26,6,2025-04-25 23:59,2025-04-26 03:59,,,,,,,,active,159,338,338.0,,A320,1745639940,1745630400,,1745650680.0,,1745650680.0,338,Long Delay,N,C
QR,QTR,QR3801,QTR3801,3801,ATL,KATL,N,E36,2025-04-25 21:20,2025-04-26 01:20,2025-04-26 02:58,2025-04-26 06:58,2025-04-26 02:58,2025-04-26 06:58,BOS,KBOS,C,C26,6,2025-04-25 23:59,2025-04-26 03:59,,,,,B6,1097,B61097,active,159,338,338.0,,,1745639940,1745630400,,1745650680.0,,1745650680.0,338,Long Delay,N,C
9C,CQH,9C6381,CQH6381,6381,XIY,ZLXY,3,,2025-04-26 12:55,2025-04-26 04:55,2025-04-26 14:58,2025-04-26 06:58,2025-04-26 14:58,2025-04-26 06:58,KHG,ZWSH,T2,,,2025-04-26 17:45,2025-04-26 09:45,2025-04-26 19:55,2025-04-26 11:55,,,,,,active,290,123,123.0,130.0,,1745660700,1745643300,1745668500.0,1745650680.0,,1745650680.0,123,Long Delay,3,T2
DP,PBD,DP167,PBD167,167,VKO,UUWW,A,13A,2025-04-26 07:50,2025-04-26 04:50,2025-04-26 09:59,2025-04-26 06:59,2025-04-26 09:59,2025-04-26 06:59,MRV,URMM,,,,2025-04-26 10:10,2025-04-26 07:10,2025-04-26 13:03,2025-04-26 10:03,,,,,,active,140,173,,173.0,,1745651400,1745643000,1745661780.0,1745650740.0,,1745650740.0,129,Long Delay,A,Unknown
VJ,VJC,VJ86,VJC86,86,SYD,YSSY,1,59,2025-04-26 10:15,2025-04-26 00:15,2025-04-26 17:00,2025-04-26 07:00,,,SGN,VVTS,2,,,2025-04-26 16:05,2025-04-26 09:05,,,,,,,,scheduled,530,405,405.0,,,1745658300,1745626500,,1745650800.0,,,0,On Time,1,2
MS,MSR,MS273,MSR273,273,LXR,HELX,,,2025-04-26 09:00,2025-04-26 06:00,2025-04-26 10:00,2025-04-26 07:00,2025-04-26 10:00,2025-04-26 07:00,CAI,HECA,3,,,2025-04-26 10:10,2025-04-26 07:10,,,,,,,,active,70,60,60.0,,B738,1745651400,1745647200,,1745650800.0,,1745650800.0,60,Long Delay,Unknown,3
7R,RLU,7R826,RLU826,826,EYK,USHQ,,,2025-04-26 12:00,2025-04-26 07:00,,,,,SVX,USSS,,,,2025-04-26 13:20,2025-04-26 08:20,2025-04-26 15:50,2025-04-26 10:50,,,,,,scheduled,80,150,,150.0,,1745655600,1745650800,1745664600.0,,,,0,On Time,Unknown,Unknown
9C,CQH,9C8554,CQH8554,8554,LHW,ZLLL,T3,,2025-04-26 13:00,2025-04-26 05:00,2025-04-26 15:00,2025-04-26 07:00,2025-04-26 15:00,2025-04-26 07:00,SHE,ZYTX,T3,,,2025-04-26 16:00,2025-04-26 08:00,2025-04-26 18:12,2025-04-26 10:12,,,,,,active,180,132,120.0,132.0,,1745654400,1745643600,1745662320.0,1745650800.0,,1745650800.0,120,Long Delay,T3,T3
WN,SWA,WN2353,SWA2353,2353,PHX,KPHX,4,C6,2025-04-25 22:05,2025-04-26 05:05,2025-04-26 00:00,2025-04-26 07:00,2025-04-26 00:00,2025-04-26 07:00,LAX,KLAX,1,,,2025-04-25 23:30,2025-04-26 06:30,2025-04-26 01:18,2025-04-26 08:18,,,,,,active,85,115,115.0,108.0,B737,1745649000,1745643900,1745655480.0,1745650800.0,,1745650800.0,115,Long Delay,4,1
6E,IGO,6E7314,IGO7314,7314,SHL,VEBI,,,2025-04-26 11:15,2025-04-26 05:45,2025-04-26 12:30,2025-04-26 07:00,,,CCU,VECC,,,,2025-04-26 12:55,2025-04-26 07:25,2025-04-26 14:10,2025-04-26 08:40,,,,,,scheduled,100,75,75.0,75.0,,1745652300,1745646300,1745656800.0,1745650800.0,,,0,On Time,Unknown,Unknown
D2,SSF,D2323,SSF323,323,LED,ULLI,1,,2025-04-26 07:00,2025-04-26 04:00,2025-04-26 10:00,2025-04-26 07:00,,,UCT,UUYH,,,,2025-04-26 09:00,2025-04-26 06:00,,,,,,,,scheduled,120,180,180.0,,,1745647200,1745640000,,1745650800.0,,,0,On Time,1,Unknown
IB,IBE,IB3604,IBE3604,3604,BKK,VTBS,,,2025-04-25 22:55,2025-04-25 15:55,2025-04-26 14:01,2025-04-26 07:01,2025-04-26 14:01,2025-04-26 07:01,LGW,EGKK,S,,,2025-04-26 06:30,2025-04-26 05:30,2025-04-26 20:47,2025-04-26 19:47,,,BA,2230,BA2230,active,815,906,906.0,857.0,,1745645400,1745596500,1745696820.0,1745650860.0,,1745650860.0,906,Long Delay,Unknown,S
BA,BAW,BA2230,BAW2230,2230,BKK,VTBS,,,2025-04-25 22:55,2025-04-25 15:55,2025-04-26 14:01,2025-04-26 07:01,2025-04-26 14:01,2025-04-26 07:01,LGW,EGKK,S,,,2025-04-26 06:30,2025-04-26 05:30,2025-04-26 20:47,2025-04-26 19:47,,,,,,active,815,906,906.0,857.0,B772,1745645400,1745596500,1745696820.0,1745650860.0,,1745650860.0,906,Long Delay,Unknown,S
ID,BTK,ID6656,BTK6656,6656,CGK,WIII,,,2025-04-26 11:50,2025-04-26 04:50,2025-04-26 14:01,2025-04-26 07:01,2025-04-26 14:01,2025-04-26 07:01,LOP,WADL,,,,2025-04-26 14:45,2025-04-26 06:45,,,,,,,,active,115,131,131.0,,B738,1745649900,1745643000,,1745650860.0,,1745650860.0,131,Long Delay,Unknown,Unknown
UA,UAL,UA1291,UAL1291,1291,DEN,KDEN,,B47,2025-04-25 23:59,2025-04-26 05:59,2025-04-26 01:02,2025-04-26 07:02,,,EWR,KEWR,C,70,3,2025-04-26 05:41,2025-04-26 09:41,2025-04-26 06:43,2025-04-26 10:43,,,,,,scheduled,222,62,63.0,62.0,,1745660460,1745647140,1745664180.0,1745650920.0,,,0,On Time,Unknown,C
9C,CQH,9C6451,CQH6451,6451,LHW,ZLLL,T3,,2025-04-26 11:30,2025-04-26 03:30,2025-04-26 15:03,2025-04-26 07:03,2025-04-26 15:03,2025-04-26 07:03,SHF,ZWHZ,,,,2025-04-26 14:40,2025-04-26 06:40,2025-04-26 18:12,2025-04-26 10:12,,,,,,active,190,213,213.0,212.0,,1745649600,1745638200,1745662320.0,1745650980.0,,1745650980.0,213,Long Delay,T3,Unknown
QF,QFA,QF5555,QFA5555,5555,MEL,YMML,2,18,2025-04-26 15:25,2025-04-26 05:25,2025-04-26 17:03,2025-04-26 07:03,2025-04-26 17:03,2025-04-26 07:03,SGN,VVTS,2,,,2025-04-26 21:00,2025-04-26 14:00,2025-04-26 22:43,2025-04-26 15:43,,,JQ,63,JQ63,active,515,103,98.0,103.0,,1745676000,1745645100,1745682180.0,1745650980.0,,1745650980.0,98,Long Delay,2,2
JQ,JST,JQ63,JST63,63,MEL,YMML,2,18,2025-04-26 15:25,2025-04-26 05:25,2025-04-26 17:03,2025-04-26 07:03,2025-04-26 17:03,2025-04-26 07:03,SGN,VVTS,2,,,2025-04-26 21:00,2025-04-26 14:00,2025-04-26 22:43,2025-04-26 15:43,,,,,,active,515,103,98.0,103.0,B788,1745676000,1745645100,1745682180.0,1745650980.0,,1745650980.0,98,Long Delay,2,2
WN,SWA,WN4344,SWA4344,4344,PHX,KPHX,4,C8,2025-04-25 21:50,2025-04-26 04:50,2025-04-26 00:03,2025-04-26 07:03,2025-04-26 00:03,2025-04-26 07:03,SFO,KSFO,2,D5,3,2025-04-25 23:50,2025-04-26 06:50,2025-04-26 01:57,2025-04-26 08:57,,,,,,active,120,127,133.0,127.0,B38M,1745650200,1745643000,1745657820.0,1745650980.0,,1745650980.0,133,Long Delay,4,2
SU,AFL,SU2875,AFL2875,2875,IKT,UIII,,,2025-04-26 12:35,2025-04-26 04:35,2025-04-26 15:05,2025-04-26 07:05,2025-04-26 15:15,2025-04-26 07:15,LED,ULLI,,,,2025-04-26 13:40,2025-04-26 10:40,2025-04-26 16:10,2025-04-26 13:10,,,,,,active,365,150,150.0,150.0,B738,1745664000,1745642100,1745673000.0,1745651100.0,,1745651700.0,160,Long Delay,Unknown,Unknown
AH,DAH,AH6170,DAH6170,6170,ALG,DAAG,1,,2025-04-26 07:00,2025-04-26 06:00,2025-04-26 08:05,2025-04-26 07:05,2025-04-26 08:05,2025-04-26 07:05,AAE,DABB,,,,2025-04-26 08:00,2025-04-26 07:00,2025-04-26 09:00,2025-04-26 08:00,,,,,,active,60,60,65.0,60.0,B738,1745650800,1745647200,1745654400.0,1745651100.0,,1745651100.0,65,Long Delay,1,Unknown
F9,FFT,F91192,FFT1192,1192,SFO,KSFO,INTL,A13,2025-04-25 22:40,2025-04-26 05:40,2025-04-26 00:05,2025-04-26 07:05,2025-04-26 00:05,2025-04-26 07:05,PHX,KPHX,3,F4,2,2025-04-26 00:51,2025-04-26 07:51,2025-04-26 01:58,2025-04-26 08:58,,,,,,active,131,85,85.0,67.0,A20N,1745653860,1745646000,1745657880.0,1745651100.0,,1745651100.0,85,Long Delay,INTL,3
MM,APJ,MM286,APJ286,286,OKA,ROAH,,,2025-04-26 15:05,2025-04-26 06:05,2025-04-26 16:05,2025-04-26 07:05,,,FUK,RJFF,D,,,2025-04-26 17:00,2025-04-26 08:00,2025-04-26 18:00,2025-04-26 09:00,,,,,,scheduled,115,60,60.0,60.0,,1745654400,1745647500,1745658000.0,1745651100.0,,,0,On Time,Unknown,D
MU,CES,MU4059,CES4059,4059,CNS,YBCS,2,21,2025-04-26 15:35,2025-04-26 05:35,2025-04-26 17:06,2025-04-26 07:06,2025-04-26 17:06,2025-04-26 07:06,BNE,YBBN,D,16,D03,2025-04-26 17:45,2025-04-26 07:45,2025-04-26 19:03,2025-04-26 09:03,,,QQ,1893,QQ1893,active,130,78,91.0,78.0,,1745653500,1745645700,1745658180.0,1745651160.0,,1745651160.0,91,Long Delay,2,D
QF,QFA,QF1893,QFA1893,1893,CNS,YBCS,2,21,2025-04-26 15:35,2025-04-26 05:35,2025-04-26 17:06,2025-04-26 07:06,2025-04-26 17:06,2025-04-26 07:06,BNE,YBBN,D,16,D03,2025-04-26 17:45,2025-04-26 07:45,2025-04-26 19:03,2025-04-26 09:03,,,QQ,1893,QQ1893,active,130,78,91.0,78.0,E190,1745653500,1745645700,1745658180.0,1745651160.0,,1745651160.0,91,Long Delay,2,D
EK,UAE,EK5139,UAE5139,5139,CNS,YBCS,2,21,2025-04-26 15:35,2025-04-26 05:35,2025-04-26 17:06,2025-04-26 07:06,2025-04-26 17:06,2025-04-26 07:06,BNE,YBBN,D,16,D03,2025-04-26 17:45,2025-04-26 07:45,2025-04-26 19:03,2025-04-26 09:03,,,QQ,1893,QQ1893,active,130,78,91.0,78.0,,1745653500,1745645700,1745658180.0,1745651160.0,,1745651160.0,91,Long Delay,2,D
QQ,UTY,QQ1893,UTY1893,1893,CNS,YBCS,2,21,2025-04-26 15:35,2025-04-26 05:35,2025-04-26 17:06,2025-04-26 07:06,2025-04-26 17:06,2025-04-26 07:06,BNE,YBBN,D,16,D03,2025-04-26 17:45,2025-04-26 07:45,2025-04-26 19:03,2025-04-26 09:03,,,,,,active,130,78,91.0,78.0,,1745653500,1745645700,1745658180.0,1745651160.0,,1745651160.0,91,Long Delay,2,D
NZ,ANZ,NZ7747,ANZ7747,7747,CNS,YBCS,2,21,2025-04-26 15:35,2025-04-26 05:35,2025-04-26 17:06,2025-04-26 07:06,2025-04-26 17:06,2025-04-26 07:06,BNE,YBBN,D,16,D03,2025-04-26 17:45,2025-04-26 07:45,2025-04-26 19:03,2025-04-26 09:03,,,QQ,1893,QQ1893,active,130,78,91.0,78.0,,1745653500,1745645700,1745658180.0,1745651160.0,,1745651160.0,91,Long Delay,2,D
CZ,CSN,CZ7579,CSN7579,7579,CNS,YBCS,2,21,2025-04-26 15:35,2025-04-26 05:35,2025-04-26 17:06,2025-04-26 07:06,2025-04-26 17:06,2025-04-26 07:06,BNE,YBBN,D,16,D03,2025-04-26 17:45,2025-04-26 07:45,2025-04-26 19:03,2025-04-26 09:03,,,QQ,1893,QQ1893,active,130,78,91.0,78.0,,1745653500,1745645700,1745658180.0,1745651160.0,,1745651160.0,91,Long Delay,2,D
JT,LNI,JT139,LNI139,139,PEN,WMKP,,,2025-04-26 13:00,2025-04-26 05:00,2025-04-26 15:08,2025-04-26 07:08,2025-04-26 15:08,2025-04-26 07:08,KNO,WIMM,,,,2025-04-26 12:55,2025-04-26 05:55,,,,,,,,active,55,128,128.0,,B739,1745646900,1745643600,,1745651280.0,,1745651280.0,128,Long Delay,Unknown,Unknown
QF,QFA,QF5529,QFA5529,5529,MEL,YMML,2,2,2025-04-26 14:30,2025-04-26 04:30,2025-04-26 17:09,2025-04-26 07:09,2025-04-26 17:09,2025-04-26 07:09,ZQN,NZQN,,,,2025-04-26 19:40,2025-04-26 07:40,2025-04-26 22:15,2025-04-26 10:15,,,JQ,219,JQ219,active,190,155,159.0,155.0,,1745653200,1745641800,1745662500.0,1745651340.0,,1745651340.0,159,Long Delay,2,Unknown
EY,ETD,EY3785,ETD3785,3785,GDN,EPGD,,015,2025-04-26 05:55,2025-04-26 03:55,2025-04-26 09:09,2025-04-26 07:09,2025-04-26 09:09,2025-04-26 07:09,MUC,EDDM,2,,,2025-04-26 07:30,2025-04-26 05:30,2025-04-26 10:40,2025-04-26 08:40,,,CL,1647,CL1647,active,95,190,194.0,190.0,,1745645400,1745639700,1745656800.0,1745651340.0,,1745651340.0,194,Long Delay,Unknown,2
CL,CLH,CL1647,CLH1647,1647,GDN,EPGD,,015,2025-04-26 05:55,2025-04-26 03:55,2025-04-26 09:09,2025-04-26 07:09,2025-04-26 09:09,2025-04-26 07:09,MUC,EDDM,2,,,2025-04-26 07:30,2025-04-26 05:30,2025-04-26 10:40,2025-04-26 08:40,,,,,,active,95,190,194.0,190.0,,1745645400,1745639700,1745656800.0,1745651340.0,,1745651340.0,194,Long Delay,Unknown,2
EK,UAE,EK7585,UAE7585,7585,MEL,YMML,2,2,2025-04-26 14:30,2025-04-26 04:30,2025-04-26 17:09,2025-04-26 07:09,2025-04-26 17:09,2025-04-26 07:09,ZQN,NZQN,,,,2025-04-26 19:40,2025-04-26 07:40,2025-04-26 22:15,2025-04-26 10:15,,,JQ,219,JQ219,active,190,155,159.0,155.0,,1745653200,1745641800,1745662500.0,1745651340.0,,1745651340.0,159,Long Delay,2,Unknown
